real,start_timestamp,euclidian,start_lon,dest_timestamp,dest_lon,start_lat,dest_lat
2108,2013-01-07 01:07:00,1540.768873797121,-73.971031,2013-01-07 01:11:00,-73.96035,40.751778,40.763027
3011,2013-01-07 01:07:00,2128.797251200557,-73.993553,2013-01-07 01:14:00,-73.988007,40.746792,40.728092
4702,2013-01-07 01:07:00,3879.773866376008,-73.998154,2013-01-07 01:20:00,-73.970032,40.733028,40.760654
10625,2013-01-07 01:07:00,3973.6919247293654,-73.989815,2013-01-07 01:25:00,-73.958145,40.743938,40.71748
1872,2013-01-07 01:07:00,1399.0421630853234,-73.982368,2013-01-07 01:12:00,-73.977188,40.762493,40.77446
5723,2013-01-07 01:07:00,5330.010546138051,-73.966751,2013-01-07 01:20:00,-73.907211,40.761276,40.74535
7358,2013-01-07 01:07:00,4062.0872816438887,-73.987526,2013-01-07 01:22:00,-73.948868,40.721855,40.74361
3857,2013-01-07 01:07:00,2754.7656942466433,-73.929306,2013-01-07 01:14:00,-73.900002,40.752113,40.741219
1951,2013-01-07 01:07:00,1245.8793821859256,-74.003059,2013-01-07 01:15:00,-73.988655,40.733627,40.731216
7015,2013-01-07 01:07:00,5526.880476909671,-73.984467,2013-01-07 01:20:00,-73.919029,40.75996,40.758892
1663,2013-01-07 01:07:00,1230.8613875355193,-73.964622,2013-01-07 01:11:00,-73.959785,40.760201,40.770657
4924,2013-01-07 01:07:00,3696.7331510634062,-73.985565,2013-01-07 01:17:00,-74.000145,40.759995,40.728607
3018,2013-01-07 01:07:00,1984.7470944510535,-73.989723,2013-01-07 01:12:00,-73.988991,40.769619,40.751755
15967,2013-01-07 01:07:00,10105.483049099328,-73.981918,2013-01-07 01:30:00,-73.965843,40.766296,40.676121
6498,2013-01-07 01:07:00,4519.027963106865,-73.970291,2013-01-07 01:13:00,-73.944695,40.755886,40.791626
2105,2013-01-07 01:07:00,2027.942403658349,-73.992378,2013-01-07 01:11:00,-74.004814,40.758839,40.743217
8209,2013-01-07 01:07:00,6754.456726578469,-74.009087,2013-01-07 01:20:00,-73.998154,40.704453,40.764706
7678,2013-01-07 01:07:00,5129.298590781691,-73.9813,2013-01-07 01:18:00,-73.998779,40.764175,40.71994
1271,2013-01-07 01:07:00,1270.0215293238668,-73.948524,2013-01-07 01:10:00,-73.955795,40.824097,40.814083
6695,2013-01-07 01:07:00,4898.949332220899,-73.970985,2013-01-07 01:18:00,-73.915657,40.755245,40.768524
4017,2013-01-07 01:07:00,3078.544178179303,-73.990471,2013-01-07 01:14:00,-73.986107,40.734787,40.76231
928,2013-01-07 01:07:00,665.6318334138365,-73.99292,2013-01-07 01:11:00,-74.00071,40.731606,40.730705
5995,2013-01-07 01:07:00,4446.893708763273,-74.003807,2013-01-07 01:15:00,-73.984871,40.726154,40.763519
1474,2013-01-07 01:07:00,1233.483230893261,-73.962219,2013-01-07 01:10:00,-73.958389,40.759045,40.769764
1332,2013-01-07 01:07:00,960.553547994647,-74.003189,2013-01-07 01:10:00,-73.995003,40.744003,40.750008
1381,2013-01-07 01:07:00,900.5629952066096,-73.988091,2013-01-07 01:15:00,-73.998032,40.722675,40.719749
7446,2013-01-07 01:07:01,3213.334651863727,-73.98494,2013-01-07 01:15:36,-74.01239,40.726665,40.706638
27392,2013-01-07 01:07:03,19705.047640049717,-73.788635,2013-01-07 01:33:14,-73.961273,40.641411,40.760677
852,2013-01-07 01:07:04,838.0973886548592,-74.007454,2013-01-07 01:10:12,-74.005585,40.733173,40.740585
1101,2013-01-07 01:07:04,482.9635051672017,-73.979683,2013-01-07 01:09:21,-73.976173,40.730068,40.733501
977,2013-01-07 01:07:04,784.4059598295619,-73.966812,2013-01-07 01:11:16,-73.975945,40.764175,40.765469
4498,2013-01-07 01:07:05,2696.074772578965,-73.970604,2013-01-07 01:22:25,-74.000557,40.75087,40.742474
9203,2013-01-07 01:07:07,8172.160260842075,-73.980171,2013-01-07 01:15:10,-73.939697,40.780586,40.847443
29301,2013-01-07 01:07:07,19913.407865346584,-73.788055,2013-01-07 01:31:46,-73.968254,40.641621,40.757153
2882,2013-01-07 01:07:08,2043.9545300363254,-74.004013,2013-01-07 01:14:45,-73.980476,40.732971,40.728706
857,2013-01-07 01:07:09,429.6250439064859,-74.013504,2013-01-07 01:10:03,-74.013847,40.706436,40.702576
21833,2013-01-07 01:07:10,14683.246675316732,-73.971375,2013-01-07 01:30:44,-73.977951,40.787731,40.655602
1185,2013-01-07 01:07:15,1055.0012669905823,-73.998253,2013-01-07 01:11:24,-74.008408,40.740402,40.734871
24767,2013-01-07 01:07:16,17806.734974000025,-73.781944,2013-01-07 01:29:02,-73.933601,40.644688,40.756001
11975,2013-01-07 01:07:21,8133.069203130583,-73.95549,2013-01-07 01:31:36,-73.976128,40.714024,40.785561
4911,2013-01-07 01:07:24,3422.188594815221,-74.011215,2013-01-07 01:19:50,-73.994736,40.715527,40.743679
811,2013-01-07 01:07:25,697.7412276337745,-73.989288,2013-01-07 01:13:35,-73.983719,40.760365,40.765007
3489,2013-01-07 01:07:28,2639.2715968232205,-73.963074,2013-01-07 01:17:46,-73.987961,40.762035,40.747658
982,2013-01-07 01:07:29,723.9056171001902,-74.003288,2013-01-07 01:10:28,-74.00631,40.727512,40.733612
2170,2013-01-07 01:07:32,2145.355545369226,-74.001625,2013-01-07 01:11:05,-73.989937,40.715813,40.732964
30052,2013-01-07 01:07:32,17768.74332641603,-73.945122,2013-01-07 01:42:39,-73.921509,40.616596,40.775593
1681,2013-01-07 01:07:33,1443.9306202464304,-73.986908,2013-01-07 01:11:27,-73.975716,40.747593,40.757423
1917,2013-01-07 01:07:33,1346.1174988321654,-74.002525,2013-01-07 01:12:10,-74.008072,40.750179,40.738815
4700,2013-01-07 01:07:34,4252.856663972189,-73.967049,2013-01-07 01:14:44,-73.996101,40.763844,40.732563
534,2013-01-07 01:07:34,535.7588657269565,-74.009392,2013-01-07 01:09:31,-74.012985,40.710426,40.706451
8620,2013-01-07 01:07:34,6892.046602475837,-73.986343,2013-01-07 01:27:35,-73.93219,40.728039,40.681633
3043,2013-01-07 01:07:36,2368.97535844853,-73.974792,2013-01-07 01:11:41,-73.981331,40.761986,40.741241
6124,2013-01-07 01:07:40,4449.757009408913,-73.966888,2013-01-07 01:18:41,-73.966148,40.763828,40.803894
2491,2013-01-07 01:07:40,1721.4169015284124,-73.957199,2013-01-07 01:13:33,-73.937347,40.718292,40.721779
13981,2013-01-07 01:07:41,7954.056779642025,-73.984688,2013-01-07 01:23:42,-73.963463,40.761967,40.692184
2189,2013-01-07 01:07:41,1338.6411164503281,-73.986885,2013-01-07 01:13:27,-74.002731,40.739388,40.739182
5071,2013-01-07 01:07:42,2476.161917629756,-73.960365,2013-01-07 01:18:33,-73.931068,40.761673,40.760696
